Id,label,Domian,Kingdom,Phylum,Class,Order,Family,Genus,Species,degree,cc,bc
OTU404,OTU404,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Eubacteriales,f__Clostridiaceae,g__Clostridium,s__Clostridium_sp._OM05-9BH,2,0.461538462,0
OTU405,OTU405,d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Klebsiella,s__Klebsiella_michiganensis,8,1,0
OTU406,OTU406,d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__norank_f__Porphyromonadaceae,s__Porphyromonadaceae_bacterium_UBA7139,1,0.666666667,0
OTU407,OTU407,d__Bacteria,k__norank_d__Bacteria,p__Candidatus_Melainabacteria,c__norank_p__Candidatus_Melainabacteria,o__Candidatus_Gastranaerophilales,f__norank_o__Candidatus_Gastranaerophilales,g__norank_o__Candidatus_Gastranaerophilales,s__Candidatus_Gastranaerophilales_bacterium_HUM_6,1,1,0
OTU408,OTU408,d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__norank_f__Porphyromonadaceae,s__Porphyromonadaceae_bacterium_UBA7139,0,NA,0
OTU409,OTU409,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Novisyntrophococcus,s__Novisyntrophococcus_fermenticellae,0,NA,0
OTU41,OTU41,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Marvinbryantia,s__Marvinbryantia_formatexigens,0,NA,0
OTU410,OTU410,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Anaerotignum,s__Anaerotignum_lactatifermentans,0,NA,0
OTU411,OTU411,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Eubacteriales,f__Eubacteriaceae,g__Eubacterium,s__Eubacterium_sp._14-2,0,NA,0
OTU412,OTU412,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Holdemania,s__Holdemania_massiliensis,14,0.888888889,0.002443623
OTU413,OTU413,d__Bacteria,k__norank_d__Bacteria,p__Actinomycetota,c__Nitriliruptoria,o__Euzebyales,f__Euzebyaceae,g__Euzebya,s__unclassified_g__Euzebya,5,1,0
OTU415,OTU415,d__Bacteria,k__norank_d__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Mycobacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium_dentalis,0,NA,0
OTU416,OTU416,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Kineothrix,s__Kineothrix_alysoides,0,NA,0
OTU417,OTU417,d__Bacteria,k__norank_d__Bacteria,p__norank_d__Bacteria,c__norank_d__Bacteria,o__norank_d__Bacteria,f__norank_d__Bacteria,g__norank_d__Bacteria,s__bacterium_1XD8-76,0,NA,0
OTU418,OTU418,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Eubacteriales,f__Pumilibacteraceae,g__Pumilibacter,s__Pumilibacter_muris,14,0.888888889,0.002443623
OTU42,OTU42,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__norank_f__Lachnospiraceae,s__Lachnospiraceae_bacterium_M18-1,1,1,0
OTU420,OTU420,d__Bacteria,k__norank_d__Bacteria,p__Mycoplasmatota,c__Mollicutes,o__Entomoplasmatales,f__Spiroplasmataceae,g__Spiroplasma,s__Spiroplasma_culicicola,0,NA,0
OTU421,OTU421,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__norank_f__Lachnospiraceae,s__Lachnospiraceae_bacterium_M18-1,0,NA,0
OTU422,OTU422,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Suilimivivens,s__Suilimivivens_aceti,0,NA,0
OTU423,OTU423,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Candidatus_Borkfalkiales,f__Candidatus_Borkfalkiaceae,g__Candidatus_Borkfalkia,s__Candidatus_Borkfalkia_ceftriaxoniphila,4,1,0
OTU424,OTU424,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__norank_f__Oscillospiraceae,s__Clostridium_viride,1,1,0
OTU426,OTU426,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Eubacteriales,f__Eubacteriaceae,g__norank_f__Eubacteriaceae,s__Eubacteriaceae_bacterium_Marseille-Q4139,0,NA,0
OTU428,OTU428,d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotellamassilia,s__Prevotellamassilia_timonensis,0,NA,0
OTU429,OTU429,d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__norank_f__Porphyromonadaceae,s__Porphyromonadaceae_bacterium_UBA7139,0,NA,0
OTU43,OTU43,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Eubacteriales,f__Clostridiaceae,g__Clostridium,s__Clostridium_sp._BNL1100,12,0.44047619,0.381094318
OTU430,OTU430,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Ruminococcus,s__Ruminococcus_hominis,0,NA,0
OTU431,OTU431,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Marasmitruncus,s__Marasmitruncus_massiliensis,14,0.888888889,0.002443623
OTU432,OTU432,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Lachnoclostridium,s__Lachnoclostridium_edouardi,0,NA,0
OTU434,OTU434,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Eubacteriales,f__Pumilibacteraceae,g__Pumilibacter,s__Pumilibacter_muris,18,0.506849315,0.093531951
OTU435,OTU435,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Pseudoclostridium,s__Pseudoclostridium_thermosuccinogenes,5,1,0
OTU44,OTU44,d__Bacteria,k__norank_d__Bacteria,p__Mycoplasmatota,c__Mollicutes,o__Entomoplasmatales,f__Spiroplasmataceae,g__Spiroplasma,s__Spiroplasma_chrysopicola,1,1,0
OTU45,OTU45,d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__Alistipes_finegoldii,3,0.362745098,0.299318997
OTU46,OTU46,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Diplocloster,s__Diplocloster_agilis,1,0.666666667,0
OTU47,OTU47,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Pseudoclostridium,s__Pseudoclostridium_thermosuccinogenes,0,NA,0
OTU48,OTU48,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Acetivibrio,s__Acetivibrio_cellulolyticus,5,0.241830065,0.240782891
OTU49,OTU49,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Eubacteriales,f__Clostridiaceae,g__Clostridium,s__Clostridium_sp._MD294,0,NA,0
OTU5,OTU5,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Eubacteriales,f__Clostridiaceae,g__Clostridium,s__Clostridium_sp._Culture-41,0,NA,0
OTU50,OTU50,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Eubacteriales,f__Eubacteriaceae,g__Eubacterium,s__Eubacterium_sp._14-2,1,0.195767196,0
OTU51,OTU51,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Eubacteriales,f__Clostridiaceae,g__Clostridium,s__Clostridium_sp._AF36-4,18,0.506849315,0.093531951
OTU52,OTU52,d__Bacteria,k__norank_d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia,s__Escherichia_coli,1,0.246666667,0
OTU53,OTU53,d__Bacteria,k__norank_d__Bacteria,p__norank_d__Bacteria,c__norank_d__Bacteria,o__norank_d__Bacteria,f__norank_d__Bacteria,g__norank_d__Bacteria,s__bacterium_1XD42-54,0,NA,0
OTU54,OTU54,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Lachnoclostridium,s__Lachnoclostridium_edouardi,0,NA,0
OTU55,OTU55,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Eubacteriales,f__Clostridiaceae,g__Clostridium,s__Clostridium_sp._Clone-1,1,1,0
OTU56,OTU56,d__Bacteria,k__norank_d__Bacteria,p__Candidatus_Melainabacteria,c__norank_p__Candidatus_Melainabacteria,o__Candidatus_Gastranaerophilales,f__norank_o__Candidatus_Gastranaerophilales,g__norank_o__Candidatus_Gastranaerophilales,s__Candidatus_Gastranaerophilales_bacterium_HUM_6,0,NA,0
OTU57,OTU57,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Acutalibacter,s__Acutalibacter_sp._1XD8-36,2,1,0.004543073
OTU58,OTU58,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,s__Lactococcus_formosensis,0,NA,0
OTU59,OTU59,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Eubacteriales,f__Eubacteriaceae,g__Eubacterium,s__Eubacterium_sp._14-2,0,NA,0
OTU6,OTU6,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__norank_p__Bacillota,o__norank_p__Bacillota,f__norank_p__Bacillota,g__norank_p__Bacillota,s__Firmicutes_bacterium_AM59-13,0,NA,0
OTU60,OTU60,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Lachnoclostridium,s__Lachnoclostridium_edouardi,1,0.666666667,0
OTU61,OTU61,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Acetivibrio,s__Acetivibrio_aldrichii,5,1,0
OTU62,OTU62,d__Bacteria,k__norank_d__Bacteria,p__Mycoplasmatota,c__Mollicutes,o__Entomoplasmatales,f__Spiroplasmataceae,g__Spiroplasma,s__Spiroplasma_phoeniceum,0,NA,0
OTU63,OTU63,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Eubacteriales,f__Christensenellaceae,g__Guopingia,s__Guopingia_tenuis,0,NA,0
OTU64,OTU64,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__norank_p__Bacillota,o__norank_p__Bacillota,f__norank_p__Bacillota,g__Candidatus_Faecenecus,s__Candidatus_Faecenecus_gallistercoris,2,0.5,0
OTU65,OTU65,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__unclassified_f__Lachnospiraceae,s__unclassified_f__Lachnospiraceae,0,NA,0
OTU66,OTU66,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Lachnoclostridium,s__Lachnoclostridium_edouardi,0,NA,0
OTU67,OTU67,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Eubacteriales,f__Aristaeellaceae,g__Aristaeella,s__Aristaeella_lactis,0,NA,0
OTU68,OTU68,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Laedolimicola,s__Laedolimicola_ammoniilytica,0,NA,0
OTU69,OTU69,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Roseburia,s__Roseburia_sp._1XD42-69,0,NA,0
OTU7,OTU7,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Eubacteriales,f__Eubacteriaceae,g__Eubacterium,s__Eubacterium_sp._14-2,3,1,0
OTU70,OTU70,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Eubacteriales,f__Clostridiaceae,g__Clostridium,s__Clostridium_sp._Clone-26,0,NA,0
OTU71,OTU71,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Limosilactobacillus,s__Limosilactobacillus_reuteri,0,NA,0
OTU72,OTU72,d__Bacteria,k__norank_d__Bacteria,p__Candidatus_Saccharibacteria,c__norank_p__Candidatus_Saccharibacteria,o__norank_p__Candidatus_Saccharibacteria,f__norank_p__Candidatus_Saccharibacteria,g__norank_p__Candidatus_Saccharibacteria,s__unclassified_g__norank_p__Candidatus_Saccharibacteria,0,NA,0
OTU73,OTU73,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Pseudoclostridium,s__Pseudoclostridium_thermosuccinogenes,0,NA,0
OTU74,OTU74,d__Bacteria,k__norank_d__Bacteria,p__norank_d__Bacteria,c__norank_d__Bacteria,o__norank_d__Bacteria,f__norank_d__Bacteria,g__norank_d__Bacteria,s__bacterium_1xD8-48,1,1,0
OTU75,OTU75,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Eubacteriales,f__unclassified_o__Eubacteriales,g__unclassified_o__Eubacteriales,s__unclassified_o__Eubacteriales,0,NA,0
OTU76,OTU76,d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__Paramuribaculum,s__Paramuribaculum_intestinale,0,NA,0
OTU77,OTU77,d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides_acidifaciens,0,NA,0
OTU78,OTU78,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Neglectibacter,s__Neglectibacter_sp._X58,0,NA,0
OTU79,OTU79,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Pseudoflavonifractor,s__Pseudoflavonifractor_sp._An184,0,NA,0
OTU8,OTU8,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Massiliimalia,s__Massiliimalia_massiliensis,0,NA,0
OTU80,OTU80,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Eubacteriales,f__Clostridiaceae,g__Butyricicoccus,s__Butyricicoccus_sp._Marseille-Q5471,0,NA,0
OTU81,OTU81,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Eubacteriales,f__Eubacteriaceae,g__norank_f__Eubacteriaceae,s__Eubacteriaceae_bacterium_Marseille-Q4139,1,1,0
OTU82,OTU82,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Eubacteriales,f__norank_o__Eubacteriales,g__norank_o__Eubacteriales,s__Clostridiales_bacterium_CIEAF_022,0,NA,0
OTU83,OTU83,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Eubacteriales,f__Clostridiaceae,g__Butyricicoccus,s__Butyricicoccus_sp._Marseille-Q5471,1,0.666666667,0
OTU84,OTU84,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Pseudoclostridium,s__Pseudoclostridium_thermosuccinogenes,3,0.327433628,0.130881154
OTU85,OTU85,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Eubacteriales,f__Clostridiaceae,g__norank_f__Clostridiaceae,s__Clostridiaceae_bacterium_MS3,0,NA,0
OTU86,OTU86,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Kineothrix,s__Kineothrix_alysoides,1,1,0
OTU87,OTU87,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Eubacteriales,f__Eubacteriaceae,g__Eubacterium,s__Eubacterium_sp._14-2,0,NA,0
OTU88,OTU88,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Blautia,s__Blautia_sp._MCC289,0,NA,0
OTU89,OTU89,d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__norank_f__Porphyromonadaceae,s__Porphyromonadaceae_bacterium_UBA7139,0,NA,0
OTU9,OTU9,d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__Alistipes_sp._cv1,1,1,0
OTU90,OTU90,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Acetatifactor,s__Acetatifactor_muris,4,1,0
OTU91,OTU91,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Eubacteriales,f__norank_o__Eubacteriales,g__Gemmiger,s__unclassified_g__Gemmiger,0,NA,0
OTU92,OTU92,d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Odoribacteraceae,g__Odoribacter,s__Odoribacter_sp._Z80,0,NA,0
OTU93,OTU93,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Marvinbryantia,s__Marvinbryantia_formatexigens,3,0.264285714,0.004543073
OTU94,OTU94,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Lacrimispora,s__unclassified_g__Lacrimispora,0,NA,0
OTU95,OTU95,d__Bacteria,k__norank_d__Bacteria,p__Thermodesulfobacteriota,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Mailhella,s__Mailhella_massiliensis,0,NA,0
OTU96,OTU96,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus_intestinalis,0,NA,0
OTU97,OTU97,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Eubacteriales,f__norank_o__Eubacteriales,g__Intestinimonas,s__Intestinimonas_butyriciproducens,1,1,0
OTU98,OTU98,d__Bacteria,k__norank_d__Bacteria,p__Bacillota,c__Clostridia,o__Eubacteriales,f__norank_o__Eubacteriales,g__norank_o__Eubacteriales,s__Clostridiales_bacterium_CIEAF_021,1,1,0
OTU99,OTU99,d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides_faecichinchillae,0,NA,0
