baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Genus,Species,sig
11898.41904,-0.686580952,0.337693493,-2.033148302,0.042037542,0.27120995,g__norank_f__Porphyromonadaceae,s__Porphyromonadaceae_bacterium_UBA7139,Unchanged
6461.584583,1.8551982,0.911941973,2.03433799,0.041917529,0.27120995,g__norank_f__Lachnospiraceae,s__Lachnospiraceae_bacterium_GAM79,Unchanged
2260.043402,-2.764248585,1.365422676,-2.024463658,0.042922468,0.272523604,g__Clostridium,s__Clostridium_sp._Clone-49,Unchanged
2150.693308,-2.759969463,1.382757393,-1.995989663,0.045935048,0.286711025,g__Leptogranulimonas,s__Leptogranulimonas_caecicola,Unchanged
1862.846421,1.893745871,0.95162938,1.990003577,0.046590541,0.286711025,g__Acutalibacter,s__Acutalibacter_sp._1XD8-36,Unchanged
7100.78323,-2.097402625,1.076165844,-1.948958551,0.051300375,0.28970099,g__Petroclostridium,s__Petroclostridium_xylanilyticum,Unchanged
2327.279538,-1.222367505,0.627517463,-1.947941814,0.051421926,0.28970099,g__unclassified_f__Clostridiaceae,s__unclassified_f__Clostridiaceae,Unchanged
7463.551834,-2.008420503,1.018094394,-1.972725235,0.048526875,0.28970099,g__norank_o__Eubacteriales,s__Clostridiales_bacterium_CIEAF_026,Unchanged
4544.050655,-1.338084053,0.68229455,-1.961153072,0.049861169,0.28970099,g__Vescimonas,s__Vescimonas_fastidiosa,Unchanged
1088.37002,3.246509242,1.659938436,1.955800994,0.050488602,0.28970099,g__norank_f__Porphyromonadaceae,s__Porphyromonadaceae_bacterium_UBA7139,Unchanged
728.185601,-5.665817769,2.888270409,-1.961664583,0.049801548,0.28970099,g__Clostridium,s__Clostridium_sp._Clone-1,Unchanged
13305.17161,-1.067845675,0.554815574,-1.924685834,0.054268674,0.301492632,g__Paramuribaculum,s__Paramuribaculum_intestinale,Unchanged
3156.284765,-1.229778803,0.649876167,-1.892327899,0.058447306,0.32025921,g__norank_p__Candidatus_Saccharibacteria,s__unclassified_g__norank_p__Candidatus_Saccharibacteria,Unchanged
2237.744022,-2.777076739,1.474017163,-1.884019269,0.059562369,0.321958752,g__Aerococcus,s__Aerococcus_urinaeequi,Unchanged
751.7904054,1.185481638,0.639111149,1.854891186,0.063611767,0.339262756,g__Alistipes,s__Alistipes_putredinis,Unchanged
12763.51757,1.175974134,0.638038304,1.843108991,0.065313099,0.343753152,g__Alistipes,s__unclassified_g__Alistipes,Unchanged
1330.899478,-4.357125455,2.452216006,-1.776811441,0.075599269,0.387688558,g__Eubacterium,s__Eubacterium_plexicaudatum,Unchanged
4748.178453,4.51223374,2.531901521,1.78215215,0.074724423,0.387688558,g__Kineothrix,s__Kineothrix_alysoides,Unchanged
1801.524626,2.94486101,1.664454121,1.769265354,0.076849602,0.38911191,g__unclassified_f__Lachnospiraceae,s__unclassified_f__Lachnospiraceae,Unchanged
1924.026859,-2.499352643,1.426330913,-1.752295081,0.079723081,0.393694229,g__Dorea,s__Dorea_sp._AM10-31,Unchanged
301.9140991,3.347329939,1.907636802,1.754699813,0.079310668,0.393694229,g__Anaerotignum,s__Anaerotignum_lactatifermentans,Unchanged
4952.056617,1.674606228,0.964210709,1.736763772,0.082428876,0.402092078,g__unclassified_o__Eubacteriales,s__unclassified_o__Eubacteriales,Unchanged
70518.95902,1.640757663,0.963676891,1.70260144,0.08864268,0.416081257,g__Akkermansia,s__Akkermansia_muciniphila,Unchanged
1217.958979,4.901568002,2.886218352,1.698266522,0.08945747,0.416081257,g__Suilimivivens,s__Suilimivivens_aceti,Unchanged
532.1948244,4.688560027,2.738406641,1.71214894,0.086869224,0.416081257,g__Euzebya,s__unclassified_g__Euzebya,Unchanged
1861.581464,2.265654657,1.325501076,1.709281643,0.087398792,0.416081257,g__norank_d__Bacteria,s__bacterium_1XD8-76,Unchanged
923.7245515,-1.246046405,0.738994962,-1.686136535,0.091769504,0.421928756,g__Acetivibrio,s__Acetivibrio_sp._MSJd-27,Unchanged
6732.509533,0.786456609,0.479102553,1.641520387,0.100689439,0.452536803,g__Alistipes,s__Alistipes_onderdonkii,Unchanged
333.3991896,2.611594271,1.58628913,1.646354515,0.099690792,0.452536803,g__Culturomica,s__Culturomica_massiliensis,Unchanged
577.3170808,-2.478781849,1.532767686,-1.617193442,0.105836532,0.465215523,g__norank_p__Candidatus_Melainabacteria,s__Candidatus_Melainabacteria_bacterium,Unchanged
498.9967667,-4.676136215,2.887573492,-1.619399897,0.105361249,0.465215523,g__Pseudoclostridium,s__Pseudoclostridium_thermosuccinogenes,Unchanged
1474.962507,3.280872698,2.046639991,1.603053156,0.108922919,0.469934878,g__unclassified_f__Lachnospiraceae,s__unclassified_f__Lachnospiraceae,Unchanged
418.939132,4.624334449,2.887450175,1.601528743,0.109259859,0.469934878,g__Pumilibacter,s__Pumilibacter_muris,Unchanged
4843.23931,2.741855477,1.731726235,1.583307697,0.113351349,0.482346168,g__Jeotgalicoccus,s__Jeotgalicoccus_nanhaiensis,Unchanged
810.2170623,-3.031685358,1.936002365,-1.565951268,0.117360026,0.494147479,g__Parasutterella,s__Parasutterella_muris,Unchanged
1891.158109,-4.381163198,2.84663406,-1.539067933,0.123787713,0.494236515,g__norank_f__Oscillospiraceae,s__Eubacterium_siraeum,Unchanged
956.7935159,-2.378453735,1.559669696,-1.524972717,0.127265903,0.494236515,g__norank_f__Erysipelotrichaceae,s__Erysipelotrichaceae_bacterium_MTC7,Unchanged
51953.78923,2.068898208,1.328481501,1.557340623,0.119389636,0.494236515,g__Suilimivivens,s__Suilimivivens_aceti,Unchanged
1537.470946,-1.12052657,0.727758231,-1.539696182,0.123634428,0.494236515,g__Lachnoclostridium,s__Lachnoclostridium_edouardi,Unchanged
3625.505546,2.279694367,1.474693488,1.545876743,0.122134338,0.494236515,g__Eubacterium,s__Eubacterium_sp._14-2,Unchanged
246.7128773,-3.600300694,2.351970828,-1.530759077,0.125828947,0.494236515,g__Parvibacter,s__Parvibacter_caecicola,Unchanged
2323.669799,1.027257908,0.672221851,1.528153105,0.126474529,0.494236515,g__Kineothrix,s__Kineothrix_alysoides,Unchanged
4743.317624,-3.559561089,2.291699744,-1.553240601,0.120365665,0.494236515,g__Eubacterium,s__Eubacterium_sp._14-2,Unchanged
4940.426885,1.171460793,0.776767953,1.508121941,0.131523321,0.504970812,g__Alistipes,s__Alistipes_inops,Unchanged
490.8019334,3.65779783,2.431879823,1.504103038,0.132554838,0.504970812,g__Clostridium,s__Clostridium_sp._Culture-41,Unchanged
616.8665422,-4.272061466,2.886743579,-1.479889484,0.138902743,0.522920621,g__norank_p__Bacillota,s__Firmicutes_bacterium_AM59-13,Unchanged
12453.20842,-0.845553983,0.572778008,-1.476233325,0.139881266,0.522920621,g__Duncaniella,s__Duncaniella_dubosii,Unchanged
6490.296004,-1.788461857,1.249660884,-1.431157749,0.15238501,0.564388924,g__unclassified_f__Clostridiaceae,s__unclassified_f__Clostridiaceae,Unchanged
748.9198193,-3.389682188,2.424194844,-1.398271346,0.162031599,0.565123919,g__Pseudoclostridium,s__Pseudoclostridium_thermosuccinogenes,Unchanged
2075.730434,0.887408876,0.633784573,1.400174308,0.161461127,0.565123919,g__Bacteroides,s__Bacteroides_uniformis,Unchanged
4551.067496,2.083047899,1.462957052,1.423861279,0.154486633,0.565123919,g__Petroclostridium,s__Petroclostridium_sp._X23,Unchanged
1101.37194,4.010529438,2.837283401,1.413510345,0.157505722,0.565123919,g__Petralouisia,s__Petralouisia_muris,Unchanged
1626.739482,2.462192312,1.755942943,1.402205192,0.160853982,0.565123919,g__unclassified_f__Lachnospiraceae,s__unclassified_f__Lachnospiraceae,Unchanged
569.0056834,3.30264748,2.364434992,1.39680198,0.162473127,0.565123919,g__Clostridium,s__Clostridium_sp._OM05-9BH,Unchanged
8648.068916,-2.276780768,1.619861608,-1.405540299,0.159860675,0.565123919,g__Clostridium,s__Clostridium_sp._BNL1100,Unchanged
4773.242579,1.171851876,0.844914948,1.386946553,0.165458061,0.565668584,g__norank_f__Lachnospiraceae,s__Lachnospiraceae_bacterium_5_1_57FAA,Unchanged
1991.132119,-1.081236854,0.778969332,-1.388035203,0.165126326,0.565668584,g__Lachnoclostridium,s__Lachnoclostridium_edouardi,Unchanged
3312.145775,-2.470096838,1.815009162,-1.360928027,0.173536435,0.586852294,g__norank_f__Clostridiaceae,s__Clostridiaceae_bacterium_MS3,Unchanged
608.9002701,3.918447402,2.886290839,1.357606569,0.174588558,0.586852294,g__Congzhengia,s__Congzhengia_minquanensis,Unchanged
729.427365,-3.717764864,2.815383284,-1.320518199,0.186662064,0.62220688,g__Monoglobus,s__Monoglobus_pectinilyticus,Unchanged
1215.838438,-0.978700646,0.751654079,-1.302062575,0.192894996,0.637669407,g__norank_d__Bacteria,s__bacterium_1XD42-54,Unchanged
883.1427654,-1.008362036,0.7976797,-1.264118964,0.206187331,0.649408916,g__Enterocloster,s__Enterocloster_clostridioformis,Unchanged
849.0935537,-0.77869867,0.613184972,-1.269924583,0.204111496,0.649408916,g__Guopingia,s__Guopingia_tenuis,Unchanged
435.3332163,2.126942135,1.653047786,1.286679159,0.19820614,0.649408916,g__Roseburia,s__Roseburia_sp._1XD42-69,Unchanged
975.126034,-0.73236626,0.576553833,-1.270247838,0.203996362,0.649408916,g__norank_f__Eubacteriaceae,s__Eubacteriaceae_bacterium_Marseille-Q4139,Unchanged
918.5733079,-2.21507999,1.749300723,-1.266265977,0.205417873,0.649408916,g__Ruminococcus,s__Ruminococcus_hominis,Unchanged
5850.023904,-0.737432519,0.581957812,-1.267158037,0.205098787,0.649408916,g__norank_o__Eubacteriales,s__Clostridiales_bacterium_CIEAF_022,Unchanged
384.1718286,-3.542886984,2.843202892,-1.246090103,0.212731318,0.664785368,g__Fusimonas,s__Fusimonas_intestini,Unchanged
445.6997153,-3.55802972,2.886595067,-1.232604379,0.217723402,0.675111326,g__Clostridium,s__Clostridium_sp._OM05-9BH,Unchanged
1076.86829,0.916641425,0.747343449,1.22653303,0.219998154,0.676199871,g__Lachnoclostridium,s__Lachnoclostridium_edouardi,Unchanged
1444.55931,-2.4776846,2.026458878,-1.222667101,0.221455458,0.676199871,g__Pseudoclostridium,s__Pseudoclostridium_thermosuccinogenes,Unchanged
868.4283046,-1.460829955,1.215398073,-1.201935388,0.229388562,0.689890413,g__Parasutterella,s__Parasutterella_excrementihominis,Unchanged
1580.129289,-1.580503702,1.312838266,-1.203883024,0.228634794,0.689890413,g__unclassified_o__Eubacteriales,s__unclassified_o__Eubacteriales,Unchanged
346.5903857,-2.448893085,2.069890674,-1.183102623,0.236768479,0.689950094,g__Adlercreutzia,s__Adlercreutzia_murintestinalis,Unchanged
754.5143083,-2.901589086,2.456599972,-1.181140242,0.237547016,0.689950094,g__norank_f__Lachnospiraceae,s__Lachnospiraceae_bacterium_MD329,Unchanged
421.8463675,-2.422943175,2.053711264,-1.179787645,0.238084685,0.689950094,g__Clostridium,s__Clostridium_sp._Clone-49,Unchanged
2507.923907,0.662166544,0.566249261,1.169390565,0.242246309,0.689950094,g__Prevotellamassilia,s__Prevotellamassilia_timonensis,Unchanged
1731.156776,-1.275850106,1.088456091,-1.172164975,0.241130827,0.689950094,g__Clostridium,s__Clostridium_sp._Culture-41,Unchanged
482.2661007,3.416034461,2.886237979,1.183559528,0.236587469,0.689950094,g__Clostridium,s__Clostridium_sp._MD294,Unchanged
192.7258537,3.433938397,2.878515932,1.192954452,0.232887212,0.689950094,g__Bacteroides,s__Bacteroides_intestinalis,Unchanged
343.979468,-3.368907086,2.886791702,-1.167007333,0.243207408,0.689950094,g__Roseburia,s__Roseburia_sp._1XD42-69,Unchanged
344.1564782,-3.308194035,2.862700793,-1.155619911,0.24783666,0.698131437,g__Intestinimonas,s__Intestinimonas_gabonensis,Unchanged
1993.904495,-1.274905394,1.1148158,-1.143601835,0.2527888,0.70710154,g__Eubacterium,s__Eubacterium_sp._14-2,Unchanged
16706.85175,0.772360155,0.679701881,1.136321931,0.255821855,0.710616265,g__Paramuribaculum,s__Paramuribaculum_intestinale,Unchanged
1699.597747,-1.018063722,0.903151357,-1.127234892,0.259643182,0.716257053,g__norank_p__Bacillota,s__Firmicutes_bacterium_AM59-13,Unchanged
195.0658776,-3.230439245,2.887690079,-1.118693197,0.263271049,0.721290544,g__Spiroplasma,s__unclassified_g__Spiroplasma,Unchanged
2689.756106,0.822634771,0.745207258,1.103900643,0.26963624,0.733704054,g__Adlercreutzia,s__Adlercreutzia_sp._ZJ304,Unchanged
4335.563502,-0.761965789,0.696653681,-1.093751186,0.274064118,0.740713833,g__Clostridium,s__Clostridium_sp._OF09-36,Unchanged
210.9294984,3.143026211,2.88708717,1.088649572,0.276308448,0.741767644,g__Ruminiclostridium,s__Ruminiclostridium_hungatei,Unchanged
2517.442822,0.997322499,0.93407623,1.067709965,0.285651362,0.761736965,g__Turicibacter,s__Turicibacter_sp._LA61,Unchanged
717.157408,1.728761823,1.634731011,1.057520663,0.29027403,0.768937827,g__Hominibacterium,s__Hominibacterium_faecale,Unchanged
1561.804978,-0.758533166,0.72437724,-1.047152125,0.295029422,0.776393215,g__Neglectibacter,s__Neglectibacter_sp._X58,Unchanged
608.0996727,-1.347216863,1.313250324,-1.025864482,0.304955467,0.786011037,g__Clostridium,s__Clostridium_sp._Culture-41,Unchanged
9327.623205,0.714479322,0.694276642,1.02909889,0.303433208,0.786011037,g__norank_f__Eubacteriaceae,s__Eubacteriaceae_bacterium_Marseille-Q4139,Unchanged
142.7044241,2.952640969,2.88766838,1.022500017,0.306544304,0.786011037,g__Luoshenia,s__Luoshenia_tenuis,Unchanged
1546.062277,1.869107957,1.815759704,1.029380679,0.303300825,0.786011037,g__Escherichia,s__Escherichia_coli,Unchanged
1217.288209,0.664609538,0.663357675,1.00188716,0.316398094,0.795277692,g__unclassified_f__Lachnospiraceae,s__unclassified_f__Lachnospiraceae,Unchanged
117.0209556,-2.871942405,2.888540234,-0.994253904,0.320099271,0.795277692,g__Clostridium,s__Clostridium_sp._Clone-44,Unchanged
7878.346706,-0.764665831,0.767476003,-0.996338423,0.319085741,0.795277692,g__Duncaniella,s__Duncaniella_dubosii,Unchanged
724.1036024,1.664807174,1.669069705,0.997446164,0.318547993,0.795277692,g__Christensenella,s__Christensenella_timonensis,Unchanged
28883.9388,0.732939125,0.728549963,1.006024519,0.314403776,0.795277692,g__Limosilactobacillus,s__Limosilactobacillus_reuteri,Unchanged
420.8949628,-2.049773015,2.080393794,-0.985281258,0.324485936,0.801199843,g__Butyricicoccus,s__Butyricicoccus_sp._Marseille-Q5471,Unchanged
959.9253575,2.804833427,2.866688775,0.97842272,0.327865296,0.804577413,g__Qingrenia,s__Qingrenia_yutianensis,Unchanged
1116.088979,-1.146518512,1.195997307,-0.958629677,0.337745337,0.819491237,g__Aristaeella,s__Aristaeella_lactis,Unchanged
649.6750348,-1.962375197,2.051658441,-0.956482403,0.33882857,0.819491237,g__Spiroplasma,s__Spiroplasma_phoeniceum,Unchanged
4939.521719,1.374330632,1.440613722,0.953989686,0.340088863,0.819491237,g__Marvinbryantia,s__Marvinbryantia_formatexigens,Unchanged
321.1669954,-1.58486607,1.67153606,-0.948149494,0.343053355,0.821684682,g__Adlercreutzia,s__Adlercreutzia_mucosicola,Unchanged
123.5516011,2.715753998,2.887725996,0.940447259,0.346988191,0.826162359,g__Marasmitruncus,s__Marasmitruncus_massiliensis,Unchanged
11851.5367,-0.723612675,0.779223847,-0.92863261,0.353079516,0.827711334,g__Streptococcus,s__Streptococcus_oralis,Unchanged
18832.17198,-0.497449379,0.544799214,-0.913087549,0.361196498,0.827711334,g__Muribaculum,s__Muribaculum_gordoncarteri,Unchanged
2152.326271,-1.885604773,2.062644332,-0.914168644,0.360628237,0.827711334,g__Congzhengia,s__Congzhengia_minquanensis,Unchanged
2735.307699,1.726535099,1.874899809,0.920867926,0.357119386,0.827711334,g__Eubacterium,s__Eubacterium_plexicaudatum,Unchanged
3165.664039,1.953495132,2.1435748,0.911325853,0.362123709,0.827711334,g__norank_f__Oscillospiraceae,s__Eubacterium_siraeum,Unchanged
1419.498686,0.529569999,0.580910426,0.911620751,0.361968395,0.827711334,g__Paramuribaculum,s__Paramuribaculum_intestinale,Unchanged
658.0428774,-1.913694625,2.059295233,-0.929295904,0.352735757,0.827711334,g__Butyricicoccus,s__Butyricicoccus_sp._Marseille-Q5471,Unchanged
896.3602435,0.831653299,0.917381251,0.906551446,0.364644048,0.828736473,g__unclassified_f__Lachnospiraceae,s__unclassified_f__Lachnospiraceae,Unchanged
396.2837732,1.871239695,2.090880163,0.894953105,0.370812157,0.837993575,g__Enterocloster,s__unclassified_g__Enterocloster,Unchanged
1500.467249,1.578989942,1.789438607,0.882394029,0.377563764,0.848457896,g__Acetatifactor,s__Acetatifactor_muris,Unchanged
5320.656999,-0.796320199,0.906839157,-0.878127276,0.379874652,0.848881904,g__Candidatus_Formimonas,s__Candidatus_Formimonas_warabiya,Unchanged
913.5599197,-0.85866305,0.991035591,-0.866430084,0.386254352,0.858343005,g__Blautia,s__Blautia_sp._MCC289,Unchanged
4854.719466,0.704556006,0.826546099,0.852409814,0.393986675,0.870688785,g__unclassified_f__norank_o__Eubacteriales,s__unclassified_f__norank_o__Eubacteriales,Unchanged
197.8838156,-2.404925571,2.886837894,-0.833065679,0.404807689,0.875543598,g__Clostridium,s__Clostridium_sp._OM05-9BH,Unchanged
191.2958678,2.40412206,2.886679595,0.832833011,0.404938914,0.875543598,g__norank_d__Bacteria,s__bacterium_c-19,Unchanged
747.2813942,-1.030402578,1.236531104,-0.833300977,0.404675005,0.875543598,g__Eubacterium,s__Eubacterium_sp._14-2,Unchanged
1105.404613,0.697288976,0.825813727,0.844365932,0.398464954,0.875543598,g__Bacteroides,s__Bacteroides_faecichinchillae,Unchanged
900.3419121,-0.609258483,0.772489451,-0.78869489,0.430290355,0.881306107,g__norank_o__Eubacteriales,s__Clostridiales_bacterium_CIEAF_021,Unchanged
4377.711294,2.13580683,2.692993153,0.793097757,0.427720869,0.881306107,g__Fusimonas,s__Fusimonas_intestini,Unchanged
37116.70254,-0.365721212,0.476584971,-0.767378818,0.442856319,0.881306107,g__Duncaniella,s__Duncaniella_dubosii,Unchanged
6222.916214,-1.466701755,1.835890989,-0.798904599,0.424345732,0.881306107,g__Acetivibrio,s__Acetivibrio_cellulolyticus,Unchanged
1658.21479,-1.350445827,1.758079675,-0.768136875,0.442405872,0.881306107,g__Syntrophothermus,s__Syntrophothermus_lipocalidus,Unchanged
7431.551869,0.353832669,0.452582602,0.781807935,0.434327457,0.881306107,g__Lacrimispora,s__Lacrimispora_celerecrescens,Unchanged
2591.80972,-0.569593767,0.737340436,-0.772497667,0.439819728,0.881306107,g__norank_o__Eubacteriales,s__Clostridiales_bacterium_CIEAF_021,Unchanged
939.9966541,0.499950172,0.623331334,0.802061672,0.422517285,0.881306107,g__Anaerofustis,s__Anaerofustis_stercorihominis,Unchanged
303.1196238,-2.22123929,2.886243538,-0.769595241,0.441540029,0.881306107,g__Pseudoclostridium,s__Pseudoclostridium_thermosuccinogenes,Unchanged
1641.195683,1.458482404,1.77095708,0.823556042,0.410191861,0.881306107,g__Corynebacterium,s__Corynebacterium_dentalis,Unchanged
956.2796707,1.217761021,1.496444186,0.813769757,0.415776864,0.881306107,g__Suilimivivens,s__Suilimivivens_aceti,Unchanged
222.7840547,-1.960652613,2.465293764,-0.795301818,0.426437956,0.881306107,g__Diplocloster,s__Diplocloster_agilis,Unchanged
1261.91953,-1.36305804,1.736833294,-0.784794974,0.432573788,0.881306107,g__Candidatus_Faecenecus,s__Candidatus_Faecenecus_gallistercoris,Unchanged
1514.011592,-0.50392996,0.619599647,-0.813315442,0.416037226,0.881306107,g__Laedolimicola,s__Laedolimicola_ammoniilytica,Unchanged
728.9225389,0.664003151,0.822943147,0.806863941,0.419744875,0.881306107,g__unclassified_o__Eubacteriales,s__unclassified_o__Eubacteriales,Unchanged
161.1464398,-2.247212747,2.887041938,-0.778378976,0.436345629,0.881306107,g__Gemmiger,s__unclassified_g__Gemmiger,Unchanged
1543.72215,-0.764247267,1.010894744,-0.756010724,0.449642766,0.884765366,g__Ruthenibacterium,s__Ruthenibacterium_lactatiformans,Unchanged
8088.707694,0.86097842,1.165502825,0.738718433,0.46007799,0.884765366,g__Neglectibacter,s__Neglectibacter_timonensis,Unchanged
103.6916229,-2.176603897,2.887888259,-0.753700871,0.451028859,0.884765366,g__Spiroplasma,s__Spiroplasma_eriocheiris,Unchanged
322.274899,-1.825856117,2.465218591,-0.740646742,0.458907659,0.884765366,g__unclassified_o__Eubacteriales,s__unclassified_o__Eubacteriales,Unchanged
282.7154169,-0.883254925,1.194619453,-0.739360909,0.459687873,0.884765366,g__Clostridium,s__Clostridium_facile,Unchanged
502.4188461,-0.922556739,1.239138026,-0.744514912,0.456565023,0.884765366,g__Mammaliicoccus,s__Mammaliicoccus_vitulinus,Unchanged
793.9800965,1.548540468,2.062646915,0.750754022,0.452800704,0.884765366,g__Lacrimispora,s__unclassified_g__Lacrimispora,Unchanged
106.2448362,2.120485138,2.88746175,0.734376876,0.462719076,0.885586749,g__Acetivibrio,s__Acetivibrio_thermocellus,Unchanged
169.8660299,2.071642096,2.886649002,0.717663316,0.472964907,0.900885538,g__Holdemania,s__Holdemania_massiliensis,Unchanged
2864.180297,0.450105023,0.715236098,0.629309712,0.529146314,0.913896732,g__unclassified_f__Lachnospiraceae,s__unclassified_f__Lachnospiraceae,Unchanged
1263.646986,-0.547185115,0.831142397,-0.658353029,0.51031131,0.913896732,g__Fusimonas,s__Fusimonas_intestini,Unchanged
202.8585361,-1.834969014,2.886472961,-0.635713218,0.52496336,0.913896732,g__Vescimonas,s__Vescimonas_coprocola,Unchanged
523.3500496,-1.580942077,2.498094256,-0.632859258,0.526825556,0.913896732,g__Peptococcus,s__Peptococcus_sp._canine_oral_taxon_044,Unchanged
19743.38018,0.7314861,1.136204631,0.643797852,0.519706527,0.913896732,g__Acetivibrio,s__Acetivibrio_cellulolyticus,Unchanged
1016.402322,-0.921220716,1.328118323,-0.693628496,0.487915218,0.913896732,g__Vescimonas,s__Vescimonas_fastidiosa,Unchanged
5760.675957,-0.474491318,0.710919019,-0.66743371,0.50449514,0.913896732,g__Moorella,s__Moorella_glycerini,Unchanged
7506.588725,-1.082223549,1.593161195,-0.679293189,0.496952111,0.913896732,g__Prevotella,s__Prevotella_rara,Unchanged
6417.364639,0.661036911,0.940819623,0.702618116,0.482293769,0.913896732,g__Blautia,s__Blautia_pseudococcoides,Unchanged
12086.26268,0.632888927,0.946607035,0.668586756,0.503759123,0.913896732,g__Lacrimispora,s__Lacrimispora_algidixylanolytica,Unchanged
21689.52907,0.373917576,0.579789617,0.644919406,0.518979415,0.913896732,g__Duncaniella,s__Duncaniella_muris,Unchanged
361.5390535,-1.811385688,2.88597857,-0.627650429,0.530232965,0.913896732,g__Thomasclavelia,s__Thomasclavelia_ramosa,Unchanged
126.510635,-1.812438779,2.887127629,-0.627765382,0.530157647,0.913896732,g__norank_f__Erysipelotrichaceae,s__Erysipelotrichaceae_bacterium_MTC7,Unchanged
2805.500622,-0.541564914,0.821055848,-0.659595709,0.509513309,0.913896732,g__Acetivibrio,s__Acetivibrio_cellulolyticus,Unchanged
23655.77934,-0.537822861,0.796022438,-0.675637815,0.499270626,0.913896732,g__Duncaniella,s__Duncaniella_muris,Unchanged
25122.63158,-0.45768947,0.6711545,-0.681943531,0.495274658,0.913896732,g__norank_f__Porphyromonadaceae,s__Porphyromonadaceae_bacterium_UBA7139,Unchanged
281.3043795,1.908983037,2.886090944,0.66144244,0.508328616,0.913896732,g__norank_f__Erysipelotrichaceae,s__Erysipelotrichaceae_bacterium_MTC7,Unchanged
612.2238646,1.380072509,2.098271575,0.657718727,0.510718887,0.913896732,g__Parabacteroides,s__Parabacteroides_johnsonii,Unchanged
648.5870087,0.829318538,1.293127163,0.641327908,0.521309661,0.913896732,g__Fumia,s__Fumia_xinanensis,Unchanged
766.4749765,1.076933038,1.710345155,0.629658309,0.528918165,0.913896732,g__norank_f__Lachnospiraceae,s__Lachnospiraceae_bacterium_Choco86,Unchanged
517.713062,-0.844249724,1.352031353,-0.624430581,0.532344847,0.913896732,g__norank_f__Eubacteriaceae,s__Eubacteriaceae_bacterium_Marseille-Q4139,Unchanged
544.1206534,0.358057305,0.543431667,0.658881929,0.509971591,0.913896732,g__Lachnoclostridium,s__Lachnoclostridium_edouardi,Unchanged
5241.514584,0.662984146,0.959942163,0.690650095,0.489785458,0.913896732,g__Lactobacillus,s__Lactobacillus_intestinalis,Unchanged
1009.291977,-0.80474712,1.329182523,-0.605445156,0.544883255,0.914090211,g__Marvinbryantia,s__Marvinbryantia_formatexigens,Unchanged
7254.938372,-0.494106296,0.823403189,-0.60007819,0.548454127,0.914090211,g__Muribaculum,s__Muribaculum_intestinale,Unchanged
93.79385795,1.761147333,2.887436607,0.609934545,0.541905168,0.914090211,g__Candidatus_Faecenecus,s__Candidatus_Faecenecus_gallistercoris,Unchanged
7571.437125,-0.388022634,0.645425203,-0.601189158,0.547714005,0.914090211,g__Duncaniella,s__Duncaniella_dubosii,Unchanged
17115.76412,0.575870187,0.950018963,0.606167044,0.544403834,0.914090211,g__Clostridium,s__Clostridium_scindens,Unchanged
493.2739178,0.759107372,1.238513376,0.612918186,0.539930438,0.914090211,g__Massiliimalia,s__Massiliimalia_massiliensis,Unchanged
472.160456,-1.247522798,2.061890105,-0.605038452,0.545153448,0.914090211,g__Intestinimonas,s__Intestinimonas_butyriciproducens,Unchanged
2315.741175,-0.353798139,0.59623153,-0.593390523,0.55291983,0.914767653,g__Alistipes,s__Alistipes_putredinis,Unchanged
15772.63633,-0.349467308,0.589697231,-0.592621585,0.55343443,0.914767653,g__Duncaniella,s__Duncaniella_dubosii,Unchanged
1285.877136,-1.618645165,2.885521233,-0.560954169,0.574828781,0.917506468,g__Eubacterium,s__Eubacterium_plexicaudatum,Unchanged
991.4079946,0.713737708,1.277360958,0.558759608,0.576325793,0.917506468,g__Mucispirillum,s__Mucispirillum_schaedleri,Unchanged
5334.657777,0.385368926,0.685718453,0.561992936,0.574120832,0.917506468,g__Lawsonia,s__Lawsonia_intracellularis,Unchanged
834.8067234,-1.412903505,2.549592349,-0.554168397,0.579463604,0.917506468,g__Candidatus_Arthromitus,s__Candidatus_Arthromitus_sp._Pasteur,Unchanged
19512.52871,0.633452192,1.145662971,0.552913211,0.580322841,0.917506468,g__norank_f__Porphyromonadaceae,s__Porphyromonadaceae_bacterium_UBA7139,Unchanged
414.3505609,1.6766377,2.885816984,0.580992388,0.561245584,0.917506468,g__norank_f__Lachnospiraceae,s__Lachnospiraceae_bacterium_MD329,Unchanged
1237.24067,1.022469696,1.769181046,0.577933897,0.563308749,0.917506468,g__Suilimivivens,s__Suilimivivens_aceti,Unchanged
3877.645417,0.547697746,0.98919712,0.553679075,0.579798499,0.917506468,g__Clostridium,s__Clostridium_scindens,Unchanged
155.3071395,1.216920994,2.097504091,0.580175743,0.56179611,0.917506468,g__Petroclostridium,s__Petroclostridium_sp._X23,Unchanged
124.8712039,1.62665503,2.886850968,0.563470386,0.57311462,0.917506468,g__unclassified_f__Lachnospiraceae,s__unclassified_f__Lachnospiraceae,Unchanged
9257.441088,0.35019658,0.608992683,0.575042344,0.56526266,0.917506468,g__norank_f__Eubacteriaceae,s__Eubacteriaceae_bacterium_Marseille-Q4139,Unchanged
1042.961638,0.707418532,1.343126083,0.526695551,0.598405026,0.93867455,g__norank_d__Bacteria,s__bacterium_c-19,Unchanged
7072.108201,0.369818024,0.700723379,0.52776607,0.59766171,0.93867455,g__Bacteroides,s__Bacteroides_acidifaciens,Unchanged
